customer_id,name,age,region,segment,income,tenure_months,churned
C10223,Customer_224,21,West,Business,145263,63,1
C10224,Customer_225,39,West,Standard,157661,109,1
C10225,Customer_226,22,Central,Business,50235,56,1
C10226,Customer_227,64,North,Standard,25159,90,0
C10227,Customer_228,46,North,Standard,168217,70,1
C10228,Customer_229,52,Central,Standard,236981,94,0
C10229,Customer_230,26,East,Premium,187993,81,0
C10230,Customer_231,52,East,Standard,129859,3,1
C10231,Customer_232,24,East,Premium,172309,57,0
C10232,Customer_233,31,Central,Premium,132507,5,0
C10233,Customer_234,37,North,Standard,164316,80,0
C10234,Customer_235,58,Central,Business,39743,40,1
C10235,Customer_236,44,Central,Premium,71101,116,0
C10236,Customer_237,25,East,Premium,146534,3,0
C10237,Customer_238,54,South,Standard,109227,104,1
C10238,Customer_239,26,North,Standard,212450,40,1
C10239,Customer_240,42,East,Standard,96126,87,0
C10240,Customer_241,31,South,Standard,81071,114,1
C10241,Customer_242,68,South,Standard,227193,31,0
C10242,Customer_243,36,West,Premium,99763,7,0
C10243,Customer_244,53,North,Standard,249886,115,0
C10244,Customer_245,29,South,Standard,168309,76,0
C10245,Customer_246,26,East,Business,171721,94,1
C10246,Customer_247,36,West,Premium,193785,23,1
C10247,Customer_248,49,North,Standard,229535,116,0
C10248,Customer_249,23,Central,Premium,201481,73,0
C10249,Customer_250,40,East,Standard,204838,69,0
C10250,Customer_251,56,South,Standard,71154,111,0
C10251,Customer_252,39,South,Premium,32016,49,1
C10252,Customer_253,46,East,Standard,235635,86,1
C10253,Customer_254,23,South,Standard,204760,85,0
C10254,Customer_255,39,West,Standard,114678,37,1
C10255,Customer_256,40,North,Standard,137056,70,0
C10256,Customer_257,52,West,Standard,79238,71,0
C10257,Customer_258,27,South,Standard,83608,3,0
C10258,Customer_259,61,Central,Premium,114081,70,0
C10259,Customer_260,53,North,Premium,187969,14,0
C10260,Customer_261,60,North,Standard,75961,62,0
C10261,Customer_262,59,East,Standard,224775,29,0
C10262,Customer_263,38,East,Standard,200829,58,0
C10263,Customer_264,60,Central,Standard,51917,108,0
C10264,Customer_265,21,North,Premium,178808,25,0
C10265,Customer_266,31,Central,Standard,52990,27,0
C10266,Customer_267,48,East,Standard,87551,23,0
C10267,Customer_268,45,East,Premium,214233,63,0
C10268,Customer_269,70,North,Premium,235695,65,0
C10269,Customer_270,43,West,Premium,178512,54,1
C10270,Customer_271,51,South,Standard,191277,90,0
C10271,Customer_272,50,East,Standard,105811,27,0
C10272,Customer_273,62,East,Standard,80103,111,0
C10273,Customer_274,55,West,Standard,226884,57,0
C10274,Customer_275,27,West,Premium,197699,48,0
C10275,Customer_276,36,Central,Premium,131122,34,1
C10276,Customer_277,46,Central,Premium,44008,57,0
C10277,Customer_278,68,South,Premium,227346,98,0
C10278,Customer_279,69,South,Standard,57402,7,0
C10279,Customer_280,22,North,Premium,209456,38,0
C10280,Customer_281,21,Central,Standard,161865,112,0
C10281,Customer_282,68,East,Standard,161643,108,0
C10282,Customer_283,32,Central,Standard,172281,51,0
C10283,Customer_284,25,East,Standard,138550,108,0
C10284,Customer_285,57,West,Standard,247002,60,0
C10285,Customer_286,52,Central,Business,199220,41,1
C10286,Customer_287,29,West,Standard,116218,82,0
C10287,Customer_288,61,South,Standard,158296,99,0
C10288,Customer_289,55,South,Standard,204767,115,1
C10289,Customer_290,39,North,Premium,145779,87,0
C10290,Customer_291,68,Central,Standard,154714,63,1
C10291,Customer_292,36,West,Premium,57441,11,0
C10292,Customer_293,23,East,Standard,195201,8,0
C10293,Customer_294,40,South,Premium,87368,117,0
C10294,Customer_295,44,South,Standard,117122,111,1
C10295,Customer_296,53,East,Premium,69760,37,0
C10296,Customer_297,44,West,Premium,48478,41,0
C10297,Customer_298,31,West,Standard,152881,24,0
C10298,Customer_299,69,Central,Standard,96854,43,0
C10299,Customer_300,28,Central,Standard,119230,120,0
C10300,Customer_301,56,North,Standard,110716,7,1
C10301,Customer_302,58,South,Standard,168252,44,0
C10302,Customer_303,60,Central,Premium,123538,89,0
C10303,Customer_304,40,West,Standard,40372,83,0
C10304,Customer_305,55,East,Standard,54796,78,0
C10305,Customer_306,68,West,Standard,214344,89,1
C10306,Customer_307,45,South,Standard,246035,82,0
C10307,Customer_308,55,West,Premium,123826,69,1
C10308,Customer_309,45,North,Standard,145592,32,0
C10309,Customer_310,49,South,Premium,118635,59,0
C10310,Customer_311,38,East,Premium,136022,88,0
C10311,Customer_312,66,North,Premium,79040,75,0
C10312,Customer_313,38,South,Premium,100357,31,0
C10313,Customer_314,22,East,Standard,227440,113,1
C10314,Customer_315,55,North,Business,103356,39,0
C10315,Customer_316,36,North,Standard,41211,89,0
C10316,Customer_317,61,South,Standard,130426,15,1
C10317,Customer_318,56,Central,Premium,30842,34,0
C10318,Customer_319,53,North,Business,219187,48,0
C10319,Customer_320,24,North,Premium,91852,118,0
C10320,Customer_321,53,East,Standard,150737,113,0
C10321,Customer_322,34,West,Standard,70968,114,0
C10322,Customer_323,41,South,Business,42508,25,0
C10323,Customer_324,68,South,Standard,178077,47,0
C10324,Customer_325,40,Central,Premium,79575,19,1
C10325,Customer_326,28,Central,Premium,236814,106,0
C10326,Customer_327,27,South,Standard,175043,87,0
C10327,Customer_328,23,Central,Standard,181671,68,0
C10328,Customer_329,37,East,Standard,243664,103,0
C10329,Customer_330,53,South,Standard,91914,8,0
C10330,Customer_331,68,Central,Premium,92055,110,0
C10331,Customer_332,32,South,Standard,112697,20,0
C10332,Customer_333,42,West,Premium,131239,96,1
C10333,Customer_334,42,North,Standard,148106,24,0
C10334,Customer_335,66,South,Business,30355,120,0
C10335,Customer_336,50,North,Standard,79120,35,0
C10336,Customer_337,58,Central,Standard,230691,32,1
C10337,Customer_338,58,North,Standard,63342,83,0
C10338,Customer_339,65,South,Premium,242064,109,0
C10339,Customer_340,28,West,Premium,234932,34,0
C10340,Customer_341,47,Central,Premium,27257,44,0
C10341,Customer_342,47,South,Standard,52364,117,0
C10342,Customer_343,54,Central,Standard,181044,80,1
C10343,Customer_344,41,East,Standard,136715,12,0
C10344,Customer_345,50,North,Standard,51654,113,0
C10345,Customer_346,53,East,Standard,236841,117,0
C10346,Customer_347,48,South,Business,106423,38,1
C10347,Customer_348,67,West,Business,54320,36,1
C10348,Customer_349,53,Central,Business,45808,75,0
C10349,Customer_350,25,North,Premium,77389,108,0
C10350,Customer_351,68,Central,Standard,143581,30,0
C10351,Customer_352,39,South,Standard,152927,13,0
C10352,Customer_353,24,Central,Standard,59773,80,0
C10353,Customer_354,55,North,Premium,207240,41,1
C10354,Customer_355,69,South,Standard,183819,49,0
C10355,Customer_356,37,Central,Standard,101396,120,0
C10356,Customer_357,64,West,Standard,132692,21,0
C10357,Customer_358,48,South,Standard,239764,120,0
C10358,Customer_359,50,South,Premium,82505,17,0
C10359,Customer_360,49,West,Premium,110896,30,0
C10360,Customer_361,66,East,Standard,43135,26,0
C10361,Customer_362,26,North,Business,115887,74,1
C10362,Customer_363,55,East,Premium,147118,109,1
C10363,Customer_364,61,Central,Standard,72377,11,0
C10364,Customer_365,57,West,Standard,179626,49,1
C10365,Customer_366,44,East,Standard,87491,35,0
C10366,Customer_367,49,South,Standard,211693,64,0
C10367,Customer_368,69,Central,Business,83283,99,0
C10368,Customer_369,66,Central,Standard,241212,21,0
C10369,Customer_370,51,East,Premium,41923,69,0
C10370,Customer_371,55,East,Standard,72591,76,0
C10371,Customer_372,53,West,Standard,87261,42,0
C10372,Customer_373,41,North,Standard,79336,49,1
C10373,Customer_374,52,East,Standard,99083,108,0
C10374,Customer_375,43,East,Standard,85948,67,1
C10375,Customer_376,53,South,Business,189074,31,0
C10376,Customer_377,23,Central,Standard,236170,52,1
C10377,Customer_378,38,North,Premium,229088,100,0
C10378,Customer_379,45,South,Standard,51672,117,0
C10379,Customer_380,62,West,Standard,29213,15,0
C10380,Customer_381,51,West,Standard,166365,120,0
C10381,Customer_382,23,East,Standard,211932,3,0
C10382,Customer_383,60,East,Standard,87507,36,0
C10383,Customer_384,66,West,Standard,82134,95,0
C10384,Customer_385,44,East,Standard,158172,50,0
C10385,Customer_386,70,North,Standard,218069,113,0
C10386,Customer_387,52,East,Standard,53172,79,1
C10387,Customer_388,67,Central,Standard,45132,50,1
C10388,Customer_389,42,East,Business,43199,51,0
C10389,Customer_390,43,South,Premium,61609,119,0
C10390,Customer_391,22,North,Standard,199037,66,0
C10391,Customer_392,47,South,Standard,164088,63,1
C10392,Customer_393,62,South,Business,195851,31,0
C10393,Customer_394,22,Central,Premium,56881,41,1
C10394,Customer_395,46,North,Standard,238666,90,1
C10395,Customer_396,37,North,Premium,49472,28,0
C10396,Customer_397,60,North,Standard,207885,19,1
C10397,Customer_398,53,North,Standard,192093,73,0
C10398,Customer_399,29,North,Premium,79131,15,0
C10399,Customer_400,63,Central,Standard,180159,71,0
C10400,Customer_401,68,East,Business,37828,28,1
C10401,Customer_402,59,South,Premium,217682,51,1
C10402,Customer_403,49,North,Standard,121664,69,1
C10403,Customer_404,62,East,Standard,157473,9,1
C10404,Customer_405,46,East,Standard,241251,60,0
C10405,Customer_406,55,South,Standard,40193,51,0
C10406,Customer_407,70,Central,Premium,248461,105,0
C10407,Customer_408,45,West,Standard,200936,55,0
C10408,Customer_409,44,West,Standard,176379,67,0
C10409,Customer_410,33,East,Premium,127518,115,0
C10410,Customer_411,27,South,Standard,44611,64,0
C10411,Customer_412,56,West,Premium,199863,19,0
C10412,Customer_413,65,East,Standard,168022,45,0
C10413,Customer_414,40,Central,Business,101240,27,0
C10414,Customer_415,21,West,Standard,233475,5,0
C10415,Customer_416,28,East,Standard,27745,81,1
C10416,Customer_417,66,East,Standard,80243,31,1
C10417,Customer_418,36,North,Standard,28866,119,0
C10418,Customer_419,34,Central,Premium,188317,109,0
C10419,Customer_420,32,North,Premium,200796,34,0
C10420,Customer_421,43,South,Premium,153681,28,0
C10421,Customer_422,35,North,Standard,96354,18,0
C10422,Customer_423,48,North,Standard,76374,27,0
C10423,Customer_424,54,West,Standard,139397,56,1
C10424,Customer_425,22,East,Standard,149577,30,1
C10425,Customer_426,52,Central,Premium,186188,75,0
C10426,Customer_427,43,North,Standard,106029,58,0
C10427,Customer_428,42,Central,Standard,118574,67,0
C10428,Customer_429,45,North,Standard,176519,95,0
C10429,Customer_430,42,South,Premium,55431,88,0
C10430,Customer_431,42,North,Premium,173980,82,0
C10431,Customer_432,69,West,Premium,54336,43,0
C10432,Customer_433,62,East,Standard,65992,117,0
C10433,Customer_434,26,South,Standard,80350,110,0
C10434,Customer_435,35,North,Premium,94561,53,1
C10435,Customer_436,63,Central,Premium,76955,120,1
C10436,Customer_437,57,South,Standard,86240,107,0
C10437,Customer_438,53,South,Premium,176165,73,0
C10438,Customer_439,28,North,Premium,162227,80,0
C10439,Customer_440,64,South,Premium,71607,31,1
C10440,Customer_441,64,Central,Premium,189559,85,0
C10441,Customer_442,25,South,Standard,211740,21,1
C10442,Customer_443,59,Central,Standard,177035,68,1
C10443,Customer_444,24,North,Standard,206196,43,0
C10444,Customer_445,26,East,Premium,77870,47,0
C10445,Customer_446,65,South,Premium,212619,17,1
C10446,Customer_447,52,East,Premium,89110,5,1
C10447,Customer_448,50,Central,Standard,209626,13,0
C10448,Customer_449,67,South,Premium,177008,55,1
C10449,Customer_450,55,West,Premium,141895,48,0
C10450,Customer_451,60,East,Premium,29426,32,0
C10451,Customer_452,36,South,Premium,244911,59,1
C10452,Customer_453,33,East,Premium,52606,106,1
C10453,Customer_454,70,South,Standard,203904,20,0
C10454,Customer_455,62,North,Standard,53151,53,0
C10455,Customer_456,50,East,Standard,235375,50,0
C10456,Customer_457,39,West,Standard,36308,68,0
C10457,Customer_458,37,West,Premium,218594,98,0
C10458,Customer_459,39,Central,Premium,201743,10,0
C10459,Customer_460,48,South,Standard,115306,24,0
C10460,Customer_461,46,East,Standard,131984,8,0
C10461,Customer_462,57,Central,Premium,27204,78,0
C10462,Customer_463,46,East,Standard,117769,113,0
C10463,Customer_464,43,South,Standard,112265,59,0
C10464,Customer_465,29,West,Standard,56131,106,0
C10465,Customer_466,32,North,Standard,77428,38,1
C10466,Customer_467,21,West,Standard,58870,81,0
C10467,Customer_468,21,Central,Standard,128547,94,0
C10468,Customer_469,67,North,Standard,74067,118,1
C10469,Customer_470,54,Central,Premium,214657,59,1
C10470,Customer_471,52,South,Standard,137217,51,0
C10471,Customer_472,68,North,Premium,177679,47,0
C10472,Customer_473,45,Central,Standard,181040,84,0
C10473,Customer_474,60,South,Standard,123934,68,0
C10474,Customer_475,65,West,Premium,167980,79,0
C10475,Customer_476,21,South,Standard,182495,47,1
C10476,Customer_477,36,East,Standard,99707,120,0
C10477,Customer_478,59,South,Standard,234329,81,0
C10478,Customer_479,25,South,Premium,86215,22,0
C10479,Customer_480,42,East,Standard,211907,66,0
C10480,Customer_481,49,Central,Standard,74429,95,0
C10481,Customer_482,23,Central,Premium,107152,108,1
C10482,Customer_483,32,South,Standard,133048,95,0
C10483,Customer_484,46,East,Premium,194530,69,1
C10484,Customer_485,36,East,Premium,202241,85,0
C10485,Customer_486,57,West,Business,163731,5,1
C10486,Customer_487,42,Central,Standard,216686,56,1
C10487,Customer_488,49,North,Premium,102240,80,0
C10488,Customer_489,34,Central,Standard,188865,66,0
C10489,Customer_490,48,Central,Standard,138688,42,0
C10490,Customer_491,25,West,Standard,71473,61,1
C10491,Customer_492,67,North,Premium,121762,57,1
C10492,Customer_493,69,West,Standard,245460,64,0
C10493,Customer_494,50,North,Standard,244402,6,1
C10494,Customer_495,66,South,Standard,131956,62,1
C10495,Customer_496,25,North,Premium,143452,118,0
C10496,Customer_497,32,West,Premium,211823,77,0
C10497,Customer_498,36,Central,Premium,151311,97,0
C10498,Customer_499,46,North,Standard,234987,109,0
C10499,Customer_500,46,North,Standard,210326,98,0
C10500,Customer_501,68,East,Premium,32006,93,0
C10501,Customer_502,41,Central,Standard,99218,32,0
C10502,Customer_503,59,South,Standard,221416,109,1
C10503,Customer_504,56,West,Premium,189912,4,1
C10504,Customer_505,53,South,Business,57430,64,0
C10505,Customer_506,50,Central,Premium,48091,51,1
C10506,Customer_507,57,North,Premium,189055,11,0
C10507,Customer_508,43,North,Business,48989,94,1
C10508,Customer_509,30,Central,Standard,100451,33,0
C10509,Customer_510,25,North,Standard,43990,100,0
C10510,Customer_511,56,North,Business,115270,63,1
C10511,Customer_512,54,North,Standard,105360,81,1
C10512,Customer_513,51,West,Premium,61081,50,0
C10513,Customer_514,30,West,Standard,167105,27,0
C10514,Customer_515,39,East,Standard,133272,38,0
C10515,Customer_516,52,South,Premium,41241,10,0
C10516,Customer_517,21,Central,Business,149932,75,0
C10517,Customer_518,25,Central,Premium,30939,60,0
C10518,Customer_519,65,Central,Standard,138000,103,0
C10519,Customer_520,24,East,Premium,203634,114,0
C10520,Customer_521,36,West,Standard,60063,47,0
C10521,Customer_522,44,East,Standard,232793,64,0
C10522,Customer_523,36,Central,Standard,183117,41,0
C10523,Customer_524,22,South,Standard,200841,98,0
C10524,Customer_525,69,North,Standard,72118,60,0
C10525,Customer_526,48,West,Business,109703,118,1
C10526,Customer_527,52,West,Premium,177697,83,1
C10527,Customer_528,47,East,Premium,153557,101,0
C10528,Customer_529,40,West,Standard,52076,103,0
C10529,Customer_530,44,Central,Business,220877,85,0
C10530,Customer_531,32,Central,Business,69605,66,1
C10531,Customer_532,70,East,Premium,109565,46,0
C10532,Customer_533,55,Central,Standard,244581,31,0
C10533,Customer_534,53,South,Standard,64121,61,1
C10534,Customer_535,53,East,Standard,221173,73,0
C10535,Customer_536,63,South,Standard,56433,94,0
C10536,Customer_537,57,North,Standard,68309,11,0
C10537,Customer_538,32,South,Business,92468,94,0
C10538,Customer_539,23,North,Standard,200326,8,0
C10539,Customer_540,21,North,Standard,92293,31,0
C10540,Customer_541,53,South,Standard,121258,60,0
C10541,Customer_542,60,East,Standard,193925,19,0
C10542,Customer_543,30,Central,Standard,63405,18,0
C10543,Customer_544,63,Central,Standard,222724,89,0
C10544,Customer_545,64,North,Standard,68527,97,0
C10545,Customer_546,49,North,Premium,102227,5,0
C10546,Customer_547,33,East,Business,156564,23,1
C10547,Customer_548,32,West,Standard,249490,66,0
C10548,Customer_549,51,South,Standard,164883,92,0
C10549,Customer_550,66,North,Premium,118344,38,1
C10550,Customer_551,22,Central,Standard,180344,108,0
C10551,Customer_552,70,East,Standard,228082,103,1
C10552,Customer_553,55,South,Premium,248564,119,0
C10553,Customer_554,43,East,Standard,72153,88,0
C10554,Customer_555,37,South,Premium,133042,64,0
